liwc_posemo,liwc_negemo,liwc_anxiety,liwc_anger,liwc_sadness,liwc_cogproc,liwc_tentativeness,liwc_self_focus,liwc_social,liwc_work,liwc_time_pressure,liwc_somatic,liwc_coping
0.68,2.71,1.02,0.34,0.0,14.24,2.71,7.8,2.71,4.41,11.19,0.68,0.9325
0.0,0.91,0.0,0.0,0.0,9.59,1.37,6.85,4.57,0.46,18.26,0.685,0.2275
0.48,2.4,1.44,0.48,0.0,25.48,2.4,9.13,12.5,4.33,4.33,0.0,0.12
6.47,2.16,2.16,0.0,0.0,10.07,2.88,15.11,12.95,0.0,5.76,0.0,1.08
1.63,4.47,2.03,0.0,0.0,12.2,2.03,11.79,6.1,0.81,9.35,1.625,0.7100000000000001
0.0,3.89,0.56,0.56,0.0,14.44,0.56,8.89,6.67,1.67,11.67,2.78,0.14
0.69,3.44,2.41,0.69,0.0,14.78,1.72,7.22,8.93,3.09,7.22,0.0,0.4275
0.95,4.74,4.27,0.0,0.0,12.32,0.95,10.43,1.9,0.47,11.85,0.71,0.355
2.78,4.44,2.78,0.0,0.0,11.11,3.33,10.56,4.44,0.56,8.33,1.67,0.42000000000000004
1.89,5.66,2.52,0.0,0.0,10.69,1.89,8.81,6.92,1.26,10.06,1.26,1.1
0.43,3.42,1.28,0.0,0.85,9.4,0.85,9.4,1.28,0.43,11.11,1.71,0.7475
0.5,4.46,2.48,0.0,0.0,16.34,2.48,10.4,3.96,0.5,6.93,0.745,0.125
0.0,8.37,1.99,0.0,0.0,10.76,1.2,10.76,3.19,0.8,5.98,3.585,0.30000000000000004
0.0,6.45,1.61,0.0,0.0,10.89,1.61,11.69,2.42,1.61,9.27,3.83,0.9075000000000001
1.21,5.14,2.42,0.6,0.0,17.52,3.93,9.37,8.16,1.51,5.74,1.66,0.5275
1.2,2.63,1.2,0.0,0.0,16.99,2.87,7.89,16.03,4.07,5.98,0.72,0.5974999999999999
1.39,2.78,1.39,0.0,0.0,18.06,4.17,5.56,0.0,2.78,6.94,1.39,0.695
0.93,4.17,0.93,0.0,0.0,13.43,3.7,8.33,0.93,0.93,10.19,3.705,0.925
2.42,2.42,0.81,0.0,0.0,14.52,4.84,9.27,0.0,0.0,6.85,2.62,0.4025
1.06,1.41,0.7,0.0,0.0,19.37,4.58,4.58,4.58,3.52,10.92,0.35,0.6149999999999999
0.0,2.35,1.34,1.01,0.0,15.44,2.35,6.38,10.74,3.69,7.38,0.17,0.16749999999999998
1.99,2.98,0.99,0.0,0.0,12.58,2.65,7.95,7.62,2.98,6.29,2.815,0.32999999999999996
0.82,1.65,0.82,0.41,0.0,13.99,4.53,5.76,4.94,3.7,7.82,0.825,0.31000000000000005
1.68,2.35,0.67,0.0,0.0,11.07,3.02,6.38,10.4,2.68,11.41,1.6800000000000002,1.175
0.0,2.65,1.06,0.0,0.0,15.34,5.82,10.58,0.53,0.0,7.94,4.235,0.6625
1.48,0.37,0.0,0.0,0.0,10.7,2.58,11.07,0.37,0.37,8.12,3.505,0.9225000000000001
0.35,1.06,0.35,0.35,0.0,17.67,3.53,3.53,5.65,3.53,10.6,0.53,0.35250000000000004
1.18,2.35,1.57,0.0,0.0,16.08,5.1,6.67,7.06,3.92,8.24,0.785,0.09750000000000003
0.99,0.66,0.33,0.0,0.0,20.2,6.29,7.95,6.62,3.31,9.93,0.33,0.9949999999999999
1.79,1.07,0.36,0.0,0.0,14.29,4.29,11.79,1.43,1.43,8.57,2.5,0.44499999999999995
0.55,1.64,0.55,0.0,0.0,18.58,7.65,8.2,0.55,1.09,9.84,1.915,0.27249999999999996
0.0,6.78,3.39,1.69,0.0,27.12,1.69,11.86,5.08,0.0,3.39,1.69,0.0
1.37,2.74,2.05,0.0,0.0,11.64,3.42,8.9,4.11,0.0,9.59,0.0,0.0
3.27,3.27,1.4,0.47,0.0,12.62,0.47,12.62,3.74,0.0,4.67,0.235,0.0
2.46,2.22,1.23,0.25,0.0,17.0,3.45,6.9,1.48,2.96,8.37,0.245,0.615
1.9,3.32,2.84,0.0,0.0,22.75,6.64,8.53,4.74,2.84,2.84,0.47,0.2375
2.42,2.77,1.73,0.35,0.0,19.38,4.84,9.34,3.46,0.69,10.73,0.0,0.6075
1.85,1.85,0.74,0.0,0.0,8.86,1.11,8.86,0.74,0.0,13.28,0.0,0.185
2.83,4.25,0.94,0.0,0.0,18.4,5.66,6.13,2.83,0.0,14.15,3.775,0.7075
3.36,0.0,0.0,0.0,0.0,7.14,2.1,7.14,10.5,0.0,10.5,0.0,1.68
3.24,2.7,1.08,0.0,0.0,9.19,3.78,11.89,2.16,0.0,10.81,0.0,0.0
1.72,4.83,1.38,0.0,0.0,21.38,5.86,10.0,4.14,1.38,8.28,2.415,0.43
1.97,2.36,1.97,0.0,0.39,11.81,3.15,10.24,2.76,1.97,8.66,0.785,0.9824999999999999
0.95,1.27,1.27,0.0,0.0,17.09,3.16,3.48,5.06,0.63,8.54,0.0,0.315
3.26,0.3,0.0,0.0,0.3,18.99,5.04,10.68,4.15,3.56,5.93,0.15,1.4100000000000001
1.97,2.36,1.18,0.39,0.0,21.65,5.51,7.09,1.97,1.57,10.63,0.195,0.3925
0.0,5.74,2.46,0.0,0.0,12.3,0.82,11.48,3.28,4.92,4.1,2.87,1.4349999999999998
0.88,1.32,0.44,0.0,0.0,16.3,1.32,10.13,3.96,2.64,8.37,1.7600000000000002,0.66
2.65,4.76,3.17,0.0,1.06,18.52,3.7,11.11,1.59,0.0,12.17,0.0,0.1325
0.5,3.02,2.01,0.0,0.5,20.1,2.51,14.07,2.51,0.5,9.05,2.01,0.63
1.29,3.45,0.43,0.0,0.43,15.52,3.88,11.64,0.86,1.29,9.48,3.02,0.3225
0.0,5.88,2.94,0.0,0.59,20.0,5.29,10.59,0.59,2.35,10.0,1.18,0.44
0.0,1.72,1.29,0.0,0.0,9.44,1.72,9.01,3.86,0.86,9.44,1.075,0.3225
0.0,3.13,1.95,0.0,0.0,16.41,3.52,7.81,1.17,1.56,8.2,1.17,0.4875
0.39,3.13,1.56,0.78,0.0,17.19,3.52,6.64,3.91,2.73,7.03,0.78,0.0975
1.07,2.85,0.71,0.0,0.0,14.59,3.2,11.39,1.78,1.42,7.83,1.425,0.625
2.52,1.26,0.84,0.0,0.0,16.81,5.04,7.98,9.66,1.68,11.76,0.0,0.945
0.51,5.58,2.54,0.51,0.51,14.72,2.54,11.17,1.02,0.0,9.14,2.285,0.0
0.0,8.37,0.47,2.79,0.47,17.67,5.12,14.88,3.72,0.0,4.19,1.86,-0.465
0.68,2.7,2.03,0.0,0.0,17.57,2.03,10.14,8.11,0.68,8.78,0.0,0.8450000000000001
1.45,0.0,0.0,0.0,0.0,14.49,1.45,10.14,0.0,4.35,4.35,0.0,1.45
2.33,1.16,0.0,0.0,1.16,15.12,4.65,6.98,2.33,1.16,4.65,0.0,0.29250000000000004
0.8,1.6,0.0,0.0,0.8,18.4,2.4,13.6,9.6,0.8,10.4,0.8,0.0
0.0,1.82,0.0,0.0,0.0,5.45,0.0,10.91,5.45,5.45,16.36,3.6350000000000002,0.91
1.59,1.99,0.8,0.4,0.4,10.36,2.39,5.58,1.99,0.8,10.76,0.4,0.5975
0.7,0.7,0.35,0.0,0.35,15.03,2.45,6.29,5.24,2.1,5.94,0.175,0.6125
0.36,2.14,1.43,0.0,0.36,17.86,3.21,8.21,3.21,3.21,8.21,0.36,0.715
0.66,1.31,0.33,0.0,0.33,15.08,0.98,10.16,5.57,0.33,7.54,0.66,0.9825
0.0,0.95,0.0,0.0,0.95,18.96,3.79,13.27,1.42,0.0,6.16,0.71,0.0
0.61,1.53,0.61,0.61,0.0,15.03,3.07,8.28,3.99,2.76,7.98,0.0,0.9199999999999999
0.7,4.2,4.2,0.0,0.0,17.48,0.0,11.89,2.1,4.2,8.39,0.0,0.875
1.42,4.26,2.13,0.0,0.0,21.99,4.26,9.93,7.09,5.67,8.51,0.71,2.4825
1.21,3.03,1.82,0.61,0.0,19.39,3.64,9.09,7.27,3.03,6.67,0.305,1.06
0.62,4.35,1.24,0.0,0.0,9.94,1.24,10.56,1.24,3.11,13.04,1.55,1.0875
2.52,2.52,1.68,0.0,0.0,17.65,3.36,10.08,0.0,0.0,11.76,0.0,0.0
0.0,3.2,1.6,0.8,0.0,12.0,0.0,12.0,0.8,0.0,17.6,0.8,0.2
0.0,5.76,2.62,0.52,0.52,14.14,0.52,14.66,3.14,2.62,7.33,2.355,0.785
0.0,3.85,2.2,1.1,0.0,8.79,0.55,6.59,1.65,3.3,10.99,0.55,0.4125
2.38,3.97,3.97,0.0,0.0,14.29,3.17,11.11,3.17,0.0,15.08,0.395,0.0
1.27,3.18,2.55,0.0,0.0,12.74,1.91,7.64,1.27,3.18,13.38,0.64,0.7975
3.08,5.38,2.31,0.0,0.0,16.15,6.15,10.77,1.54,1.54,12.31,0.385,1.155
0.93,3.74,2.8,0.0,0.0,11.21,0.93,10.28,0.0,0.93,12.15,0.0,0.2325
3.27,1.96,1.31,0.0,0.65,13.07,1.96,10.46,0.0,0.65,7.84,0.0,0.1625
1.38,4.14,2.07,0.0,1.38,20.0,4.14,9.66,0.0,2.07,13.79,0.69,0.5175
1.0,4.0,4.0,0.0,0.0,14.0,3.0,12.0,3.0,8.0,7.0,0.0,2.0
0.0,2.55,1.91,0.0,0.0,15.92,1.27,10.83,0.64,1.27,7.64,0.32,0.3175
0.0,1.44,0.72,0.0,0.0,19.42,2.16,12.23,0.0,3.6,4.32,1.08,0.9
2.76,2.21,1.1,0.0,0.0,11.6,0.55,12.15,2.76,1.1,12.71,1.38,0.5525
0.63,1.89,0.0,0.63,0.63,15.09,5.03,13.84,2.52,0.0,5.66,1.26,0.1575
0.0,5.83,0.97,0.0,0.0,17.48,1.94,11.65,0.0,1.94,4.85,2.425,0.485
1.08,1.62,0.54,0.0,0.54,10.81,1.08,10.27,0.0,2.7,10.27,0.54,0.54
0.0,0.65,0.65,0.0,0.0,13.55,2.58,7.74,1.29,3.23,11.61,0.325,1.6125
0.0,1.95,0.65,0.0,0.0,16.88,1.3,11.04,3.25,5.19,9.09,1.3,1.625
1.99,0.66,0.66,0.0,0.0,11.92,0.66,10.6,1.99,0.66,8.61,0.33,0.33
0.67,1.34,1.34,0.0,0.0,15.44,2.01,8.05,1.34,4.03,8.72,0.67,0.84
0.0,1.94,0.0,0.0,0.0,8.74,0.97,9.71,0.0,0.0,10.68,1.94,0.485
2.22,2.96,1.48,0.0,0.74,16.3,0.74,10.37,0.74,2.96,17.04,1.1099999999999999,0.37
0.0,0.57,0.57,0.0,0.0,13.64,0.0,10.23,0.57,6.25,6.82,0.285,0.71
0.97,6.28,2.42,0.0,0.0,15.94,2.42,10.14,0.48,1.93,9.18,2.6550000000000002,0.605
2.55,4.08,2.04,0.0,0.51,13.78,4.08,9.69,1.53,2.04,10.2,0.765,1.02
0.0,4.35,1.74,0.0,0.87,13.91,2.61,13.04,4.35,1.74,4.35,3.48,0.2175
0.61,3.03,0.61,0.0,0.0,12.73,0.0,13.33,3.64,0.61,4.85,1.21,1.2125
1.56,4.69,1.56,0.0,0.0,14.84,4.69,11.72,0.0,0.78,6.25,1.17,0.39
0.0,2.44,0.0,0.0,0.0,24.39,8.13,15.45,0.0,0.81,4.88,3.25,0.2025
2.56,1.54,0.51,0.0,0.0,12.31,1.54,12.82,1.03,0.0,6.67,2.31,0.2575
0.0,2.99,2.4,0.6,0.0,16.77,2.99,10.78,4.19,1.2,5.39,2.095,0.15
1.68,1.68,0.84,0.0,0.0,16.81,2.52,10.08,6.72,0.0,9.24,1.26,2.31
0.46,4.63,2.31,2.31,0.0,10.19,0.93,12.5,5.56,0.46,7.87,0.0,0.46249999999999997
0.63,1.26,0.63,0.0,0.63,8.81,0.0,11.32,3.77,2.52,10.69,1.57,0.9450000000000001
0.72,5.07,0.72,0.72,0.72,18.84,1.45,13.04,7.25,2.9,5.07,0.0,0.1825
0.0,10.0,4.0,6.0,0.0,12.0,0.0,8.0,6.0,0.0,4.0,1.0,-1.5
0.0,3.77,2.83,0.94,0.0,15.09,4.72,7.55,2.83,1.89,6.6,0.47,0.0
0.51,5.13,2.56,1.54,0.0,17.95,2.05,9.74,2.05,1.03,7.18,0.51,0.0
1.92,1.92,0.77,0.38,0.0,19.92,1.15,9.96,4.6,4.98,11.88,0.0,2.0125
2.5,1.25,0.83,0.0,0.0,12.92,0.83,10.42,1.25,5.0,8.75,0.42,0.9375
2.78,4.17,0.0,0.69,0.69,13.89,0.0,13.19,1.39,0.0,3.47,2.08,-0.1725
3.41,2.93,1.46,0.0,0.0,13.17,1.95,11.71,0.98,1.46,4.39,0.73,0.1225
1.35,3.14,1.35,0.0,0.0,11.66,1.79,9.87,3.14,4.04,5.38,0.45,0.4475
1.59,2.12,0.53,0.0,0.0,14.29,0.53,14.81,3.7,2.12,4.23,1.85,0.6625000000000001
0.0,5.63,0.47,0.0,0.0,8.92,1.41,12.21,0.47,1.88,4.69,0.94,0.8225
3.77,3.77,0.94,0.47,0.0,16.98,3.3,9.43,4.72,2.36,1.42,1.415,1.5350000000000001
2.01,1.51,0.5,0.0,0.0,14.07,0.0,8.54,0.5,1.01,7.54,1.01,1.005
1.04,5.21,2.6,0.0,0.0,16.15,1.56,11.46,1.04,0.52,8.33,1.04,0.26
1.74,2.61,2.61,0.0,0.0,17.39,3.48,7.83,0.0,0.87,9.57,0.0,0.2175
0.9,3.59,2.69,0.0,0.45,18.83,2.69,7.17,3.14,2.69,5.83,0.225,1.12
0.0,3.48,1.99,0.0,0.0,11.44,1.99,7.96,3.98,3.98,9.45,1.74,0.9975
0.32,0.65,0.0,0.0,0.0,11.33,1.62,7.77,4.21,5.5,10.68,0.81,1.6175
0.0,0.0,0.0,0.0,0.0,7.48,1.87,1.87,0.93,8.41,10.28,0.0,1.1675
0.95,0.47,0.47,0.0,0.0,9.0,0.95,8.53,3.32,2.84,9.95,0.47,1.0675
0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,13.33,0.0,0.0
0.0,1.47,0.98,0.0,0.0,13.73,1.96,8.82,11.27,6.37,13.24,0.49,2.205
0.0,0.71,0.0,0.0,0.0,7.86,0.0,10.71,2.86,12.86,11.43,0.71,3.3925
0.0,5.43,3.26,0.0,0.0,11.96,3.26,13.04,13.04,6.52,3.26,0.0,2.1725
0.4,9.49,1.98,0.0,1.19,7.91,0.4,13.83,5.93,3.56,7.91,0.595,0.79
0.0,2.94,0.0,2.94,0.0,14.71,0.0,8.82,0.0,2.94,11.76,0.0,0.735
0.0,2.17,0.0,0.0,0.0,2.17,0.0,13.04,6.52,6.52,6.52,0.0,1.63
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,19.05,0.0,0.0
0.0,3.33,3.33,0.0,0.0,11.67,0.0,11.67,1.67,11.67,5.0,0.835,1.6675
0.0,1.78,1.18,0.0,0.0,16.57,1.18,5.92,1.18,6.51,8.88,0.0,1.035
0.0,3.85,3.85,0.0,0.0,19.23,1.92,6.41,5.13,3.85,3.85,0.0,0.32
0.0,3.11,1.86,1.24,0.0,9.32,1.24,10.56,1.86,1.86,11.8,0.0,0.31249999999999994
0.0,10.45,5.97,0.0,0.0,16.42,4.48,2.99,0.0,1.49,13.43,0.745,0.3725
0.95,2.86,0.95,0.0,0.0,16.19,1.9,11.43,0.95,0.95,11.43,1.4249999999999998,0.475
0.0,3.55,2.96,0.0,0.0,15.38,2.37,9.47,1.18,5.33,8.28,0.59,0.8875
0.0,1.5,1.0,0.5,0.0,16.5,2.0,7.5,2.0,4.0,5.5,1.5,0.625
0.99,0.49,0.0,0.0,0.0,17.24,1.48,8.87,5.91,3.94,6.4,0.0,0.9849999999999999
1.12,3.91,1.68,1.12,0.0,13.97,1.68,6.7,3.35,1.68,5.59,0.56,-0.27999999999999997
1.58,3.16,1.05,1.05,0.0,17.37,1.58,8.95,1.58,1.05,9.47,0.0,0.395
0.57,0.57,0.0,0.0,0.0,12.57,1.71,9.71,6.86,3.43,10.29,0.285,0.715
3.13,1.25,0.63,0.0,0.0,18.13,2.5,9.38,6.88,1.25,6.88,0.625,0.6275
0.0,2.58,2.06,0.0,0.0,16.49,5.67,9.79,2.06,2.58,7.22,0.0,0.3875
2.38,7.14,0.0,0.0,0.0,14.29,2.38,16.67,2.38,2.38,2.38,3.57,0.0
2.63,0.0,0.0,0.0,0.0,8.77,0.88,12.28,2.63,1.75,6.14,0.0,0.22
0.0,0.0,0.0,0.0,0.0,4.88,0.0,9.76,7.32,0.0,6.1,0.0,0.305
0.0,4.94,4.94,0.0,0.0,6.17,0.0,13.58,9.88,2.47,4.94,0.0,1.5425
0.0,2.21,2.21,0.0,0.0,16.18,1.47,5.88,5.88,2.94,5.88,0.0,0.9199999999999999
1.65,3.3,1.1,2.2,0.0,14.84,2.2,7.69,12.09,2.75,6.59,0.0,0.6874999999999998
1.23,3.09,2.47,0.0,0.0,14.81,2.47,7.41,0.62,5.56,9.26,0.0,0.6175
0.0,2.22,2.22,0.0,0.0,13.33,0.0,4.44,6.67,0.0,6.67,0.0,0.0
2.0,0.0,0.0,0.0,0.0,7.0,2.0,9.0,1.0,0.0,15.0,0.0,0.75
1.14,1.7,1.14,0.0,0.0,15.34,1.7,10.8,6.82,1.14,10.8,0.57,0.57
0.0,4.81,1.92,0.0,0.0,19.23,7.69,9.62,2.88,3.85,8.65,1.92,0.24
0.0,3.45,0.57,1.15,0.0,14.94,2.3,9.2,8.62,2.87,5.17,0.0,0.2875
2.01,0.5,0.0,0.0,0.5,14.07,1.01,6.03,4.02,3.02,11.56,0.0,0.3775
0.0,5.31,1.77,0.88,0.0,16.81,4.42,8.85,4.42,1.77,2.65,1.77,0.22
2.51,2.51,0.5,0.5,0.0,17.59,3.02,11.56,8.04,2.51,6.53,1.005,0.37499999999999994
2.07,4.14,2.76,0.69,0.0,13.1,2.07,8.28,3.45,0.69,7.59,0.0,0.1725
1.83,0.92,0.92,0.0,0.0,10.09,2.75,7.34,1.83,0.0,13.76,0.0,1.3775
0.0,3.55,1.18,1.18,0.59,18.93,4.73,7.69,8.28,3.55,8.88,0.59,0.445
1.84,0.74,0.0,0.0,0.0,15.07,1.84,7.72,6.62,4.41,4.78,0.0,0.645
0.0,1.83,1.22,0.0,0.0,10.98,1.22,9.15,1.22,1.83,14.02,0.61,0.61
1.89,0.0,0.0,0.0,0.0,9.43,1.89,9.43,13.21,1.89,22.64,0.0,0.4725
0.88,0.88,0.0,0.0,0.0,8.77,1.75,11.4,2.63,0.0,10.53,0.88,1.535
1.94,0.0,0.0,0.0,0.0,12.62,1.94,9.71,1.94,0.0,15.53,0.0,0.0
0.88,1.77,0.0,0.44,0.0,14.16,1.77,11.5,8.41,0.44,9.29,1.325,0.885
1.4,2.1,0.7,0.0,0.0,4.9,1.4,11.19,1.4,2.8,10.49,0.0,1.05
0.9,0.9,0.45,0.0,0.0,8.97,2.69,10.31,4.04,0.9,9.87,0.225,0.45
2.21,1.66,0.55,0.0,0.0,8.84,1.66,9.94,6.08,2.21,7.18,0.0,0.55
0.72,1.44,1.44,0.0,0.0,12.95,2.88,13.67,3.6,5.04,10.07,0.0,1.44
3.18,2.55,1.27,0.0,0.0,17.2,3.18,10.83,1.27,2.55,9.55,0.635,0.795
0.0,1.5,0.75,0.0,0.0,9.02,1.5,13.53,2.26,0.0,7.52,1.88,0.565
0.0,0.69,0.0,0.0,0.0,12.5,1.39,11.11,1.39,0.69,11.11,0.0,0.0
1.31,1.31,1.31,0.0,0.0,7.84,3.92,5.88,1.96,2.61,11.11,0.0,0.3275
0.89,0.89,0.89,0.0,0.0,8.04,1.79,6.25,4.46,2.68,16.07,0.0,0.4475
0.0,7.41,3.7,0.0,0.0,27.78,5.56,12.96,14.81,5.56,1.85,0.0,-0.4625
0.78,2.33,0.39,1.17,0.39,15.95,2.33,12.45,3.89,2.72,5.45,0.0,0.875
0.0,2.79,1.68,0.56,0.0,12.29,2.23,9.5,0.56,5.03,10.61,0.56,0.8375
0.82,2.87,1.23,1.64,0.0,18.44,1.23,9.02,4.92,2.87,9.02,0.0,0.20500000000000002
1.16,1.16,1.16,0.0,0.0,13.95,3.49,5.81,3.49,1.16,4.65,0.0,0.29
0.0,2.7,1.08,1.08,0.0,18.92,2.7,10.27,1.08,0.54,9.73,1.08,0.27
0.0,1.68,0.67,0.67,0.0,13.09,3.36,8.05,0.67,3.02,8.72,0.0,0.5025000000000001
2.36,2.69,1.35,1.35,0.0,18.86,2.02,9.09,6.4,2.36,7.41,0.17,0.16749999999999998
0.31,1.86,0.62,0.31,0.0,16.77,4.97,10.25,8.39,3.73,9.01,0.155,0.2325
0.32,2.56,0.96,1.28,0.0,19.17,4.79,8.95,7.67,5.11,5.43,0.0,0.4775
0.34,2.69,1.35,0.67,0.0,23.57,6.4,8.42,4.38,0.34,8.08,0.0,0.6725000000000001
0.34,3.37,1.68,0.67,0.34,15.82,1.35,8.42,3.03,1.68,6.73,0.675,0.4225
1.38,1.93,1.93,0.0,0.0,14.6,3.58,9.09,3.86,3.86,7.44,0.14,0.6200000000000001
0.0,2.54,1.27,0.32,0.0,15.24,1.59,6.35,7.3,1.27,9.52,0.475,0.23750000000000002
1.36,0.45,0.45,0.0,0.0,11.31,1.36,7.69,0.0,2.26,16.74,0.0,0.4525
6.45,6.45,0.0,0.0,0.0,22.58,0.0,12.9,0.0,6.45,6.45,6.45,1.6125
0.0,2.24,0.75,0.0,1.49,7.46,0.75,13.43,1.49,4.48,5.97,0.0,1.4925
0.0,0.91,0.0,0.0,0.91,9.09,0.91,10.0,0.0,3.64,16.36,0.0,1.59
1.12,0.0,0.0,0.0,0.0,11.24,1.12,11.24,0.0,0.0,7.87,0.0,0.0
0.0,4.21,3.16,0.0,0.0,14.74,3.16,14.74,0.0,1.05,7.37,0.525,1.0525
0.0,4.35,4.35,0.0,0.0,13.04,4.35,10.87,0.0,0.0,8.7,0.0,0.5425
0.0,3.23,3.23,0.0,0.0,8.06,3.23,11.29,0.0,4.84,9.68,0.0,2.015
0.0,3.57,2.86,0.0,0.71,11.43,1.43,11.43,0.0,8.57,9.29,0.355,2.3225
1.16,2.33,2.33,0.0,0.0,3.49,0.0,6.98,0.0,2.33,13.95,0.0,0.8725
2.94,2.94,2.94,0.0,0.0,8.82,1.47,8.09,3.68,6.62,6.62,0.0,2.0250000000000004
0.0,2.31,2.31,0.0,0.0,11.54,1.54,8.46,0.77,6.15,12.31,0.0,1.5375
0.95,1.9,0.0,0.0,0.0,7.62,0.0,13.33,2.86,0.0,9.52,2.86,0.475
0.0,3.7,2.47,0.0,0.0,9.88,0.0,9.88,2.47,6.17,12.35,1.23,2.16
0.0,1.96,1.96,0.0,0.0,7.84,0.0,9.8,0.0,1.96,11.76,0.0,0.49
0.0,6.19,6.19,0.0,0.0,24.74,7.22,15.46,4.12,3.09,4.12,0.0,1.2875
0.0,3.13,0.0,0.0,0.0,9.38,0.0,9.38,0.0,6.25,6.25,3.13,0.7825
1.18,7.06,1.18,0.0,3.53,22.35,2.35,10.59,3.53,1.18,7.06,1.18,0.0
1.22,0.0,0.0,0.0,0.0,12.2,0.0,1.22,12.2,2.44,4.88,0.0,2.745
2.65,5.75,2.21,0.44,0.0,16.37,1.33,12.83,1.77,1.33,3.54,0.22,0.0
1.03,5.15,0.0,0.0,0.0,10.31,2.06,6.19,3.09,3.09,6.19,2.06,0.7725
5.07,4.15,1.38,0.0,0.0,15.21,3.23,11.52,4.15,1.84,10.14,0.9199999999999999,0.0
0.88,0.88,0.88,0.0,0.0,8.85,0.0,9.73,7.96,1.77,12.39,0.885,-0.22249999999999998
5.1,2.55,0.0,0.64,0.0,9.55,1.27,8.92,4.46,5.1,7.01,0.64,1.115
2.2,4.4,3.3,0.0,0.0,21.98,8.79,8.79,5.49,8.79,6.59,1.1,1.6475
3.11,1.86,1.24,0.62,0.0,13.04,1.24,12.42,3.73,4.35,10.56,0.0,0.775
1.93,1.93,1.45,0.0,0.48,20.77,1.45,9.18,2.9,3.86,8.21,0.0,1.4475
2.8,3.74,1.4,1.4,0.0,15.89,1.87,8.41,5.61,4.21,7.01,0.47,1.285
2.51,2.93,2.93,0.0,0.0,10.46,1.26,9.21,2.93,1.26,12.97,0.42,0.315
1.97,2.36,1.97,0.0,0.0,12.6,1.18,7.09,0.79,5.51,9.06,0.0,2.165
1.88,4.14,1.88,0.75,0.38,12.78,1.13,9.4,7.89,4.51,8.65,0.38,1.3175
0.77,4.25,0.77,2.7,0.77,15.83,1.54,9.27,11.58,3.09,6.95,0.0,1.1575
2.43,2.08,1.04,0.35,0.69,10.42,0.35,6.94,7.99,3.82,11.11,0.0,1.7374999999999998
0.0,1.98,1.98,0.0,0.0,14.85,0.0,9.9,14.85,2.97,4.95,0.0,0.9900000000000001
3.13,1.88,1.25,0.0,0.0,10.66,1.25,8.15,0.94,4.08,12.54,0.31,1.255
1.62,3.24,1.29,0.97,0.32,15.21,2.91,9.06,5.83,0.65,10.03,0.65,0.8925
1.57,2.52,0.94,0.63,0.31,12.58,2.2,7.55,7.86,3.14,11.64,0.31,1.1
1.53,1.53,1.02,0.51,0.0,14.8,3.57,7.65,4.08,4.08,13.27,0.0,1.4025
3.61,4.59,1.97,0.0,0.0,14.43,3.28,9.18,4.26,3.28,10.16,0.98,0.8200000000000001
2.13,1.82,1.22,0.0,0.0,13.68,2.13,12.16,3.65,0.91,8.81,0.61,0.9125000000000001
3.27,2.45,1.91,0.27,0.0,18.8,4.36,12.53,3.0,2.72,4.36,0.27,0.135
1.8,5.39,1.8,0.6,0.0,10.78,0.6,13.77,1.8,1.2,4.19,2.1,1.1975
0.93,2.78,2.78,0.0,0.0,13.89,2.78,13.89,1.85,8.33,10.19,0.0,0.695
1.41,3.87,2.11,0.35,0.0,10.92,0.7,10.21,2.46,1.06,11.27,1.06,0.7924999999999999
0.94,5.19,3.3,0.0,0.94,17.45,3.77,9.43,1.42,0.47,7.08,1.415,0.47
0.81,3.25,0.54,0.54,0.54,15.99,2.98,8.13,5.69,3.25,7.59,1.085,0.61
1.87,2.49,0.93,0.62,0.31,18.07,1.56,11.84,8.72,0.31,7.17,0.62,0.545
0.71,2.12,1.06,0.0,0.0,12.72,2.12,9.54,2.47,1.77,10.95,0.175,0.7075
0.72,2.17,1.45,0.0,0.0,12.32,0.72,5.8,2.17,2.9,4.35,0.0,0.3625
0.75,3.01,2.63,0.0,0.0,12.78,1.88,9.02,0.38,0.38,9.4,1.13,0.6575
0.72,3.61,3.25,0.0,0.0,16.97,1.81,9.03,0.0,1.81,9.39,0.54,0.7225
0.6,1.81,1.81,0.0,0.0,12.65,0.0,8.43,0.6,0.0,16.87,0.6,0.3
0.84,5.06,5.06,0.0,0.0,13.92,2.53,6.33,0.84,0.84,7.17,0.0,0.105
2.36,2.36,2.36,0.0,0.0,8.66,0.0,6.69,0.39,0.0,8.27,0.195,0.0975
0.84,2.53,2.53,0.0,0.0,11.39,2.11,5.49,0.42,6.33,13.5,0.0,1.16
1.69,3.95,3.39,0.0,0.0,15.82,2.26,8.47,1.13,4.52,15.25,0.56,1.27
0.85,3.39,2.12,0.0,0.0,13.56,1.69,6.36,1.27,1.69,11.02,0.42,0.8475
3.14,2.69,2.24,0.0,0.0,13.9,1.35,10.76,1.79,4.48,13.45,0.45,0.8975
5.44,1.67,1.67,0.0,0.0,10.88,1.26,7.95,0.42,2.51,15.9,0.0,1.57
1.26,2.78,2.27,0.25,0.0,13.89,2.53,6.31,3.03,0.51,9.34,0.0,0.7575
0.81,1.89,1.35,0.0,0.27,12.67,1.08,8.89,0.81,0.54,12.13,0.675,0.675
2.43,2.02,2.02,0.0,0.0,13.77,2.43,9.31,0.4,4.05,12.96,0.0,1.215
