liwc_posemo,liwc_negemo,liwc_anxiety,liwc_anger,liwc_sadness,liwc_cogproc,liwc_tentativeness,liwc_self_focus,liwc_social,liwc_work,liwc_time_pressure,liwc_somatic,liwc_coping
0.0,5.66,1.89,0.0,0.0,13.21,3.77,3.77,3.77,3.77,13.21,1.89,0.47000000000000003
0.0,5.0,5.0,0.0,0.0,10.0,0.0,5.0,10.0,0.0,10.0,0.0,0.0
0.0,5.88,5.88,0.0,0.0,20.59,2.94,11.76,0.0,2.94,5.88,0.0,0.735
1.32,3.95,3.29,0.66,0.0,16.45,1.97,6.58,1.32,0.66,7.89,0.0,0.0
1.23,1.85,1.23,0.62,0.0,19.14,6.17,6.79,3.7,4.32,4.32,0.0,0.6175
1.08,4.84,0.54,2.15,0.0,12.37,1.61,8.6,3.23,3.23,3.76,0.54,0.54
0.76,6.11,3.05,2.29,0.0,18.32,2.29,9.92,9.16,0.0,9.92,0.0,-0.5725
0.78,2.33,0.0,0.78,0.0,13.18,1.55,10.08,3.88,0.78,10.08,1.55,0.3875
0.57,5.68,1.14,0.0,0.0,15.91,1.7,12.5,0.0,1.14,6.82,1.42,0.425
2.22,1.11,0.56,0.56,0.0,26.11,9.44,6.11,2.22,2.78,8.33,0.0,0.5549999999999999
1.0,4.48,1.99,0.5,0.0,18.91,4.48,8.96,2.99,0.5,7.46,1.245,0.3725
1.38,1.83,1.38,0.0,0.0,15.14,3.21,5.96,4.59,2.75,3.21,0.46,0.6875
0.55,2.73,1.09,0.0,0.0,9.29,2.19,8.2,1.09,1.09,9.29,1.915,0.685
2.63,1.58,1.05,0.0,0.0,17.37,2.63,10.0,0.0,0.53,5.79,0.265,0.395
0.61,4.27,1.83,0.61,0.0,13.41,2.44,7.93,1.22,3.05,13.41,0.61,1.0675
1.31,2.61,0.65,0.65,0.0,11.76,4.58,7.19,5.23,3.92,5.88,0.65,0.8175
0.0,6.45,3.23,0.0,3.23,32.26,12.9,9.68,0.0,3.23,3.23,1.615,0.8075
0.0,5.33,4.0,0.0,0.0,12.0,4.0,12.0,0.0,5.33,5.33,1.33,1.3325
0.0,5.88,2.94,2.94,0.0,8.82,0.0,5.88,2.94,5.88,8.82,0.0,0.735
0.0,6.38,2.13,0.0,2.13,19.15,0.0,8.51,2.13,4.26,6.38,2.13,0.5325
0.0,2.5,2.5,0.0,0.0,17.5,7.5,12.5,2.5,2.5,7.5,0.0,1.25
0.0,9.43,3.77,0.0,3.77,11.32,0.0,15.09,0.0,0.0,5.66,1.89,0.0
0.0,4.76,3.17,0.0,0.0,12.7,1.59,7.94,0.0,6.35,9.52,1.59,1.5875
1.56,7.81,6.25,0.0,0.0,9.38,0.0,9.38,1.56,0.0,6.25,1.56,0.78
0.0,5.88,2.94,2.94,0.0,11.76,2.94,5.88,2.94,5.88,2.94,0.0,0.0
1.47,2.94,2.94,0.0,0.0,14.71,2.94,7.35,1.47,0.0,10.29,0.0,0.3675
0.0,4.17,4.17,0.0,0.0,9.72,1.39,8.33,0.0,4.17,6.94,0.0,1.0425
3.95,5.26,2.63,0.0,0.0,19.74,5.26,13.16,1.32,0.0,5.26,3.29,0.33
0.0,7.69,7.69,0.0,0.0,19.23,7.69,11.54,0.0,0.0,11.54,0.0,0.0
0.0,4.44,2.22,0.0,0.0,8.89,2.22,6.67,4.44,0.0,8.89,2.22,0.0
0.0,6.67,6.67,0.0,0.0,26.67,6.67,16.67,0.0,3.33,6.67,0.0,0.8325
0.0,4.92,3.28,0.0,0.0,13.11,3.28,9.84,1.09,2.73,9.29,1.64,1.0925
0.69,4.17,2.78,0.0,0.0,12.5,2.78,12.5,2.08,4.86,6.25,0.69,0.87
0.0,3.05,2.44,0.0,0.0,19.51,4.88,8.54,0.61,1.83,12.8,0.61,0.7625
2.53,2.53,2.53,0.0,0.0,12.66,1.27,11.39,0.0,1.27,10.13,0.0,0.3175
0.56,3.35,2.79,0.0,0.0,9.5,0.56,8.94,2.23,4.47,10.06,0.0,1.2574999999999998
0.57,5.14,3.43,0.0,0.0,10.29,2.86,9.14,0.0,4.57,8.57,1.71,1.285
2.22,3.33,1.11,0.0,0.0,14.44,2.22,14.44,0.0,4.44,6.67,2.22,2.2225
0.0,2.7,2.7,0.0,0.0,18.92,2.7,10.81,0.0,2.7,10.81,2.705,0.675
0.0,3.28,1.64,0.0,0.0,13.11,1.64,10.38,0.55,4.92,8.74,2.185,1.365
0.63,3.75,2.5,0.0,0.0,12.5,1.25,11.88,2.5,3.13,13.13,0.63,1.8775
0.0,5.26,2.63,0.0,0.0,5.26,0.0,13.16,0.0,0.0,7.89,2.63,0.0
1.45,4.35,4.35,0.0,0.0,10.14,1.45,10.14,1.45,0.0,10.14,0.0,0.3625
0.0,4.42,0.88,0.88,2.65,16.81,4.42,15.04,8.85,7.08,2.65,1.325,0.885
1.16,3.86,0.39,0.0,0.0,11.97,2.32,13.13,0.39,1.93,5.79,2.315,0.29
0.9,4.07,1.81,0.0,0.45,14.48,1.81,8.14,2.71,2.26,6.79,2.035,1.13
1.39,2.78,0.0,0.69,0.0,13.19,1.39,13.89,0.69,2.78,4.86,2.08,0.5225
0.79,1.97,0.39,0.0,0.0,15.75,3.54,10.63,4.33,0.79,6.3,1.77,1.28
1.02,1.02,0.0,0.0,1.02,18.37,0.0,12.24,8.16,3.06,12.24,0.51,2.04
3.81,2.12,0.42,0.0,0.42,12.71,0.42,13.56,0.85,2.97,7.2,1.905,1.0575
0.97,2.42,0.0,0.0,0.48,14.01,0.97,13.04,0.48,5.8,4.35,1.69,0.845
1.48,3.45,1.48,0.99,0.0,10.34,3.94,10.34,8.37,2.46,5.42,0.99,1.8449999999999998
1.27,3.82,1.27,0.0,1.91,16.56,2.55,10.83,5.1,0.0,6.37,0.32,0.6349999999999999
1.79,2.98,2.38,0.0,0.0,10.71,0.0,10.71,1.79,2.38,4.17,0.6,0.2975
3.43,0.57,0.57,0.0,0.0,10.29,3.43,11.43,1.71,1.71,12.57,0.285,0.57
1.9,2.37,0.47,0.95,0.0,9.0,0.0,11.37,3.32,3.32,12.32,0.95,1.185
0.0,3.81,0.0,0.0,0.95,10.48,1.9,6.67,1.9,3.81,12.38,1.9,0.7149999999999999
0.0,6.78,3.39,0.0,0.0,11.86,1.69,8.47,1.69,5.08,1.69,3.39,1.695
3.45,4.02,0.0,0.57,0.0,21.84,5.17,13.22,1.15,3.45,8.05,1.145,0.2875
3.14,1.26,0.0,0.0,0.0,16.98,5.66,12.58,0.63,2.52,6.92,0.63,0.63
1.68,4.47,2.23,0.0,0.0,25.14,8.38,9.5,0.56,1.12,7.82,1.4,0.5575
1.61,3.23,3.23,0.0,0.0,19.35,8.06,8.06,0.0,0.0,12.9,0.0,0.2025
1.53,3.82,3.82,0.0,0.0,12.21,3.05,6.11,0.0,0.0,10.69,0.0,0.0
0.6,2.98,2.98,0.0,0.0,13.1,1.79,11.31,0.0,0.0,10.71,0.0,0.2975
0.52,4.15,2.07,0.0,0.0,16.06,5.7,5.18,0.52,3.11,3.63,1.0350000000000001,1.0375
3.87,3.87,3.23,0.0,0.0,13.55,5.81,7.1,0.0,1.94,7.74,0.65,0.485
4.1,4.1,4.1,0.0,0.0,16.39,2.46,13.11,0.0,2.46,5.74,0.41,0.615
1.91,5.1,3.18,0.0,0.0,17.2,5.1,8.92,0.0,5.1,11.46,0.64,1.4325
3.85,3.21,2.56,0.0,0.64,14.74,1.92,11.54,0.64,0.0,9.62,0.0,0.48
5.56,2.22,2.22,0.0,0.0,11.11,0.0,10.0,0.0,0.0,16.67,1.11,0.0
2.06,5.15,5.15,0.0,0.0,20.62,6.19,7.22,0.0,2.06,5.15,0.0,0.515
1.27,3.18,0.64,1.91,0.0,18.47,3.18,9.55,6.37,4.46,6.37,0.32,0.7975
0.85,2.54,1.69,0.0,0.0,19.77,5.93,7.91,1.41,2.54,13.84,0.56,0.565
1.03,2.06,1.29,0.0,0.0,18.25,3.08,7.46,5.4,5.4,6.68,0.26,1.2850000000000001
0.87,1.16,0.58,0.0,0.0,15.03,5.49,8.38,3.76,4.91,10.4,0.0,1.4475
0.83,2.08,1.67,0.0,0.0,15.42,5.0,10.42,3.75,2.5,12.08,0.415,1.145
1.55,3.11,2.59,0.0,0.0,17.1,6.22,8.29,5.18,2.07,13.99,1.0350000000000001,0.52
1.04,2.08,2.08,0.0,0.0,16.88,2.6,7.53,3.64,5.97,9.61,0.13,0.7150000000000001
0.46,0.93,0.93,0.0,0.0,14.81,2.78,10.65,1.39,5.56,12.96,0.0,1.9675
0.56,0.0,0.0,0.0,0.0,7.34,1.69,9.04,2.26,5.08,15.25,1.41,1.5525
2.15,1.85,0.62,0.0,0.0,15.69,1.54,12.62,0.62,4.92,11.08,0.62,1.5399999999999998
0.71,1.41,0.0,0.35,0.35,16.25,0.71,8.83,3.89,4.59,10.25,0.71,1.765
0.33,2.0,0.67,0.0,0.0,12.0,1.33,13.33,4.0,2.0,10.33,1.5,1.0
0.0,2.65,2.65,0.0,0.0,14.39,1.89,9.85,2.27,1.89,11.74,0.19,1.1375
0.0,0.86,0.43,0.0,0.0,13.79,3.02,8.19,0.43,5.17,11.21,0.0,1.4
0.0,2.08,1.04,0.0,0.69,13.84,2.08,7.27,13.49,8.3,5.19,0.35,1.73
5.5,0.0,0.0,0.0,0.0,12.5,2.5,8.5,7.0,7.0,8.0,0.0,1.0
1.02,1.02,0.51,0.51,0.0,12.18,1.52,7.11,11.17,3.55,5.08,0.0,2.5374999999999996
3.85,1.92,0.96,0.0,0.0,5.77,0.0,14.42,0.0,0.0,11.54,0.96,0.24
5.26,2.63,2.63,0.0,0.0,11.4,0.88,13.16,0.88,0.0,12.28,0.0,0.0
0.0,0.62,0.0,0.62,0.0,12.42,1.24,8.07,2.48,1.86,12.42,0.31,0.9325
0.0,2.94,1.47,0.0,0.0,11.03,2.21,8.82,2.94,2.94,8.82,0.0,0.185
0.46,1.84,1.38,0.0,0.46,13.36,0.46,7.37,9.22,3.69,7.83,0.0,0.69
0.79,3.15,0.79,1.57,0.79,19.69,0.0,12.6,3.94,3.94,9.45,0.0,0.9850000000000001
1.83,0.61,0.61,0.0,0.0,11.59,1.22,13.41,6.1,3.05,12.8,0.0,0.45749999999999996
1.75,1.75,1.75,0.0,0.0,11.11,1.17,9.36,0.0,0.58,7.02,0.0,0.4375
4.17,0.69,0.69,0.0,0.0,11.11,0.69,10.42,2.08,2.78,15.97,0.0,1.39
0.6,0.6,0.0,0.0,0.0,11.45,3.01,8.43,1.81,1.81,9.64,0.6,0.4525
0.0,1.98,1.98,0.0,0.0,23.76,4.95,10.89,1.98,2.97,6.93,0.0,0.99
0.0,4.26,4.26,0.0,0.0,11.7,3.19,5.32,0.0,3.19,7.45,0.0,0.7975
0.0,1.67,1.11,0.0,0.0,13.89,1.67,8.89,0.56,7.22,13.89,0.8350000000000001,0.9725
0.0,3.89,1.67,0.0,0.0,16.67,1.67,13.33,0.56,3.33,16.11,2.22,0.4175
0.0,3.95,2.63,0.0,0.0,14.47,2.63,10.53,0.0,0.0,11.84,1.32,0.0
1.18,4.71,4.71,0.0,0.0,17.65,0.0,9.41,0.0,1.18,15.29,0.59,0.5875
0.0,4.83,3.45,0.0,0.0,16.55,0.0,8.97,0.0,3.45,11.72,1.7249999999999999,1.035
0.0,2.91,1.94,0.0,0.0,15.53,2.91,8.74,2.91,4.85,12.62,0.97,2.67
1.94,1.94,1.94,0.0,0.0,16.77,3.23,9.68,0.65,3.23,12.9,0.0,1.6125
0.0,4.46,3.57,0.0,0.0,21.43,6.25,11.61,0.0,1.79,11.61,0.89,0.67
0.0,2.3,1.72,0.0,0.0,14.94,2.3,9.2,1.15,4.6,12.64,0.57,1.005
0.68,3.4,2.72,0.0,0.0,17.69,2.72,10.2,0.0,3.4,13.61,0.68,1.53
0.0,1.1,1.1,0.0,0.0,12.09,2.2,8.79,1.1,2.2,18.68,0.0,0.55
0.0,2.61,1.74,0.0,0.0,13.91,0.87,10.43,1.74,6.96,14.78,0.87,2.175
0.55,1.1,0.55,0.0,0.0,9.89,1.1,10.44,0.0,7.14,18.68,0.55,1.785
0.0,2.76,2.76,0.0,0.0,13.81,1.1,7.73,2.76,4.97,7.73,0.0,1.2425000000000002
0.89,1.49,0.6,0.0,0.3,13.69,2.98,9.52,14.58,2.98,4.76,0.3,1.04
0.57,0.57,0.0,0.0,0.0,14.29,1.71,10.29,1.14,4.0,12.57,0.285,1.4275
0.95,2.86,0.48,0.48,0.48,10.0,0.95,8.1,2.38,0.0,10.95,0.95,0.2375
2.04,1.02,1.02,0.0,0.0,17.35,3.06,9.18,3.06,0.51,10.2,0.0,0.6375
0.49,0.98,0.49,0.0,0.0,8.33,1.96,7.84,4.41,3.92,9.8,0.0,1.715
1.12,2.24,1.12,0.0,0.0,12.31,1.49,6.34,4.48,3.73,13.43,0.0,1.3075
1.97,2.96,0.0,0.0,0.0,12.83,4.28,8.55,9.54,2.63,10.86,0.165,1.15
2.07,2.48,1.24,0.0,0.0,11.57,2.89,7.44,3.72,2.48,11.98,0.83,1.7574999999999998
1.63,1.96,0.98,0.0,0.0,11.44,1.63,8.17,4.58,3.27,11.76,0.165,1.1425
1.89,2.26,0.0,0.0,0.0,8.3,0.75,10.19,3.02,1.51,9.81,0.375,0.47
1.6,2.56,0.64,0.0,0.0,9.58,1.28,7.67,5.75,0.96,9.58,0.48,0.72
1.24,1.49,0.25,0.0,0.0,6.72,0.5,8.96,10.95,1.49,10.7,0.25,1.4925000000000002
0.0,2.47,2.47,0.0,0.0,18.52,5.56,5.56,4.32,3.09,8.64,0.0,1.08
0.0,6.67,6.67,0.0,0.0,16.67,3.33,6.67,0.0,6.67,6.67,0.0,0.8325
5.26,0.0,0.0,0.0,0.0,15.79,0.0,11.84,1.32,3.95,11.84,0.0,0.33
0.89,0.89,0.89,0.0,0.0,11.61,4.46,12.5,1.79,3.57,13.39,0.0,1.115
4.07,0.81,0.0,0.0,0.0,8.94,0.81,12.2,4.07,0.0,11.38,0.81,0.4075
3.6,1.8,0.9,0.0,0.0,6.31,2.7,9.91,1.8,7.21,15.32,0.45,2.0275
3.33,1.33,1.33,0.0,0.0,12.67,1.33,13.33,0.0,2.67,8.0,0.0,1.1675
3.96,4.95,2.97,0.0,0.0,7.92,1.98,15.84,0.99,4.95,9.9,1.98,2.475
4.76,1.59,0.79,0.0,0.0,13.49,3.17,11.11,0.79,3.17,11.11,0.0,0.9924999999999999
2.29,0.76,0.76,0.0,0.0,11.45,4.58,9.16,2.29,5.34,11.45,0.0,1.145
2.38,2.38,1.59,0.0,0.0,12.7,3.17,6.35,2.38,0.79,18.25,0.0,0.2
1.64,3.28,1.64,0.0,0.0,13.11,1.64,11.48,0.0,0.0,14.75,1.64,0.41
6.73,0.0,0.0,0.0,0.0,11.54,1.92,9.62,0.0,1.92,15.38,0.0,0.48
4.76,1.9,0.95,0.0,0.0,14.29,3.81,10.48,0.0,1.9,17.14,0.95,0.475
3.45,1.72,1.72,0.0,0.0,10.34,1.72,8.62,0.0,5.17,17.24,0.0,0.8625
0.0,5.11,1.7,0.57,0.0,14.2,2.27,7.95,7.95,7.95,3.41,0.0,0.42499999999999993
1.56,4.28,1.56,0.39,0.0,16.34,2.72,7.0,10.12,4.67,5.45,1.56,0.9725000000000001
0.42,3.81,1.69,0.42,0.0,13.98,2.12,8.05,2.12,2.54,14.41,1.48,0.74
0.99,4.43,1.97,0.49,0.0,11.33,2.46,7.88,1.97,1.97,14.29,1.97,0.7375
0.36,2.52,1.08,0.0,0.0,14.75,1.08,8.63,2.16,1.44,10.79,0.72,0.72
1.71,2.86,2.29,0.0,0.0,14.86,4.57,6.29,5.71,2.86,7.43,0.0,0.57
2.03,3.05,1.02,0.51,0.51,17.26,4.06,10.66,5.58,0.51,9.14,1.27,1.65
1.01,0.51,0.0,0.0,0.0,10.61,2.02,6.57,5.05,5.56,7.58,0.51,0.7575000000000001
1.37,2.05,0.68,0.68,0.0,16.1,4.79,10.27,2.74,2.4,13.36,0.68,0.77
1.36,4.52,0.9,0.0,0.0,13.57,0.9,9.95,4.07,4.98,6.79,2.26,1.3575
0.0,6.72,2.52,2.52,0.0,18.49,5.88,11.76,3.36,0.84,6.72,1.68,-0.21000000000000002
0.74,6.67,1.48,1.48,0.0,19.26,2.96,13.33,5.19,0.0,8.15,4.07,0.37
0.78,2.73,0.39,0.0,0.0,11.33,1.95,9.38,7.81,3.13,12.89,1.95,0.78
1.0,5.0,5.0,0.0,0.0,14.0,6.0,6.0,1.0,1.0,15.0,0.0,0.25
0.0,6.9,3.45,0.0,0.0,8.62,3.45,5.17,3.45,6.9,3.45,3.45,0.43
0.55,4.95,2.2,0.55,0.0,17.03,1.65,7.14,9.34,4.4,4.95,0.55,0.275
1.54,5.38,0.77,0.77,0.0,13.85,1.54,10.0,7.69,1.54,2.31,1.54,-0.1925
0.57,4.6,4.02,0.0,0.0,11.49,0.57,8.62,1.15,1.72,5.75,1.145,0.0
0.0,3.74,2.8,0.0,0.0,9.35,0.0,10.28,0.0,2.8,13.08,0.93,0.4675
2.22,3.89,0.0,2.22,0.0,16.67,3.89,5.0,15.0,3.33,7.78,0.8350000000000001,-0.2775
0.0,7.69,1.28,3.85,0.0,15.38,1.28,10.26,10.26,2.56,6.41,0.64,-0.32
1.71,3.42,0.85,1.71,0.0,19.66,0.0,6.84,8.55,0.85,5.13,0.85,0.0
4.5,4.5,1.8,1.8,0.0,18.02,4.5,9.91,10.81,1.8,10.81,0.0,0.0
2.26,4.51,0.75,1.5,1.5,18.05,2.26,9.02,7.52,3.01,7.52,0.0,-0.18999999999999995
0.86,4.31,1.72,0.86,0.0,14.66,0.0,9.48,2.59,3.45,6.9,0.86,0.215
5.0,2.5,2.5,0.0,0.0,20.0,2.5,10.0,0.0,1.25,13.75,0.0,0.0
0.0,6.84,1.71,0.85,0.0,14.53,0.85,11.11,1.71,2.56,5.98,0.85,0.6425
0.0,6.9,1.72,1.72,0.0,17.24,1.72,10.34,6.9,3.45,5.17,0.0,0.0
1.44,2.16,2.16,0.0,0.0,13.67,2.16,9.35,0.0,2.88,9.35,0.0,0.36
2.1,1.68,1.68,0.0,0.0,16.39,5.04,8.4,3.36,2.52,13.03,0.0,0.63
4.35,2.37,2.37,0.0,0.0,14.23,2.77,10.28,2.77,1.98,11.07,0.0,0.7925
3.97,3.31,1.99,0.0,0.66,11.92,0.66,7.28,1.99,0.0,12.58,0.33,0.8275
2.99,3.42,1.28,0.0,0.85,14.1,0.85,15.38,1.28,0.43,10.68,1.495,0.4275
0.87,1.75,0.87,0.0,0.0,14.85,2.18,7.42,3.49,5.68,10.04,0.0,0.9800000000000001
2.4,1.44,1.44,0.0,0.0,16.83,3.85,10.1,2.88,1.44,12.5,0.0,0.36
0.43,3.46,3.03,0.0,0.0,16.88,3.03,9.96,3.03,2.16,6.93,0.43,0.7575000000000001
2.39,3.35,1.91,0.48,0.0,8.61,1.44,9.09,3.35,1.44,11.96,0.48,0.0
2.42,3.86,2.42,0.0,0.0,14.98,3.38,10.63,1.93,2.9,6.76,1.21,1.45
1.44,1.44,0.48,0.0,0.0,16.35,3.85,8.17,1.44,0.0,10.1,0.96,0.6
8.37,0.49,0.0,0.0,0.0,8.37,0.99,10.84,1.97,0.0,11.82,0.74,1.1075
5.84,0.65,0.0,0.0,0.0,12.34,1.3,7.14,0.0,0.65,11.04,0.65,0.325
1.32,1.97,1.97,0.0,0.0,10.53,1.32,8.55,1.32,1.32,14.47,0.0,0.4925
0.0,2.02,2.02,0.0,0.0,18.18,3.03,6.06,9.09,4.04,4.04,0.0,0.7575000000000001
0.41,2.44,2.03,0.0,0.0,12.6,4.47,9.35,4.07,4.07,10.16,0.41,0.5075
1.85,3.24,3.24,0.0,0.0,14.81,4.17,8.33,1.85,3.24,14.81,0.0,1.3875
2.94,1.47,1.47,0.0,0.0,13.97,3.68,11.03,1.47,0.74,10.29,0.0,0.5525
1.65,3.72,2.48,0.0,0.0,14.05,5.79,7.44,0.41,0.0,8.68,0.83,0.2075
0.56,4.52,3.39,0.0,0.0,22.03,6.21,9.6,6.21,5.08,7.91,0.0,0.705
1.15,4.23,3.85,0.0,0.0,15.0,4.62,7.31,2.69,1.92,6.15,0.38,0.2875
1.36,2.72,1.36,0.0,0.0,10.88,1.36,9.52,1.36,2.04,10.88,0.0,0.51
2.03,4.73,1.35,0.0,0.0,21.62,1.35,14.19,0.0,2.03,7.43,3.04,0.5075
0.61,7.27,3.64,0.0,0.0,20.0,6.06,9.7,0.61,0.61,7.27,1.8199999999999998,0.1525
1.45,5.07,0.72,0.0,0.0,18.12,0.72,12.32,0.0,0.0,5.07,3.26,0.3625
2.76,2.07,1.38,0.0,0.0,20.0,6.21,11.72,3.45,0.0,14.48,0.69,0.5175
1.44,5.29,3.85,0.48,0.0,16.35,4.33,9.13,5.77,1.92,6.73,0.48,0.24
2.0,3.33,3.33,0.0,0.0,8.67,0.67,9.33,4.67,2.67,9.33,0.0,0.5
0.0,5.79,2.48,0.0,0.83,12.4,0.83,12.4,0.0,5.79,6.61,3.7199999999999998,1.0325
3.67,4.59,3.67,0.0,0.0,9.17,0.0,11.01,1.83,0.92,5.5,0.92,0.23
2.34,4.69,3.91,0.0,0.0,14.06,0.0,8.59,2.34,3.91,7.81,0.78,0.9775
2.34,3.13,2.34,0.0,0.0,10.16,0.0,10.16,0.0,0.0,8.59,0.39,0.0
2.41,4.82,1.81,0.0,0.0,15.06,2.41,13.25,0.6,0.6,8.43,0.6,0.3
3.6,4.32,2.16,0.0,0.0,17.99,2.88,8.63,0.72,1.44,6.47,2.52,0.18
1.08,3.23,2.15,0.0,0.0,12.9,0.0,8.6,2.15,2.15,7.53,1.08,1.0775000000000001
0.67,4.67,3.33,0.0,0.0,11.33,2.0,9.33,2.67,2.0,6.67,1.67,0.5
1.55,4.15,2.07,0.52,0.0,12.44,0.52,11.4,2.07,2.59,2.59,1.81,1.2974999999999999
0.0,7.36,3.07,0.0,0.0,12.27,0.61,7.36,0.0,3.07,4.29,4.29,0.3075
2.3,3.45,2.3,0.0,0.0,14.94,4.02,9.2,0.57,0.0,5.75,1.15,0.1425
4.79,2.05,1.37,0.0,0.0,17.81,2.74,14.38,2.74,0.0,6.16,0.68,0.685
0.0,6.76,3.38,0.0,1.35,19.59,3.38,10.14,0.0,2.7,2.7,2.365,0.5075
0.0,7.69,2.31,0.77,1.54,20.77,3.08,6.92,3.85,2.31,1.54,2.31,1.155
0.0,1.15,0.0,1.15,0.0,8.05,0.0,10.34,6.9,3.45,9.2,0.0,1.7249999999999996
0.77,0.77,0.77,0.0,0.0,15.38,0.77,6.92,2.31,0.0,10.77,0.0,0.1925
0.96,1.91,0.48,0.96,0.0,13.88,3.83,6.22,6.22,4.31,5.74,0.24,0.7175
0.0,1.79,1.35,0.45,0.0,13.9,0.9,8.97,4.48,2.69,11.21,0.0,1.4575
0.99,0.99,0.99,0.0,0.0,9.85,1.48,7.39,3.94,0.49,8.37,0.0,0.74
0.98,1.46,1.46,0.0,0.0,15.12,3.9,9.76,3.9,1.95,11.71,0.0,1.34
1.93,2.9,1.93,0.0,0.0,14.01,3.86,12.08,1.93,1.93,12.08,1.21,0.845
0.39,1.17,0.0,0.78,0.0,11.67,0.78,11.28,1.17,1.17,9.73,0.39,0.39
0.47,2.34,0.93,0.47,0.0,17.29,1.4,8.88,2.34,2.8,9.35,0.235,0.5825
1.59,2.12,1.59,0.0,0.0,10.58,1.59,11.11,2.65,1.59,8.99,0.265,1.06
0.89,0.44,0.44,0.0,0.0,14.22,2.67,12.0,0.89,0.44,8.89,0.22,0.11
3.31,1.66,0.0,0.0,0.0,13.81,3.31,16.57,1.66,0.55,6.63,2.485,0.41250000000000003
0.0,0.96,0.0,0.0,0.0,14.9,1.44,12.98,0.48,3.37,6.73,2.4050000000000002,0.72
1.11,2.58,1.85,0.0,0.0,14.76,4.06,10.33,3.32,1.85,7.01,2.95,0.37
3.77,1.89,1.89,0.0,0.0,7.55,1.89,11.32,0.0,3.77,11.32,0.0,2.3575
3.86,2.9,1.93,0.0,0.0,18.36,2.9,13.04,0.48,2.42,10.14,0.48,0.845
2.12,2.97,2.54,0.42,0.0,16.1,2.54,9.75,1.27,2.97,15.25,0.0,0.74
0.98,5.37,0.98,0.0,0.49,14.63,1.95,6.34,0.49,0.0,11.71,2.44,0.1225
1.06,4.79,4.26,0.0,0.0,12.23,2.13,7.98,0.0,1.6,13.83,0.0,0.5325
2.6,3.13,1.56,0.52,0.0,15.63,2.08,10.94,5.21,1.04,7.81,0.0,1.1700000000000002
0.85,3.81,1.69,0.42,0.0,16.95,3.39,9.75,4.66,5.51,9.32,1.06,1.06
1.2,3.61,1.2,0.4,0.0,16.47,3.21,12.85,7.63,3.21,14.06,1.2,0.4025
2.55,3.27,1.09,0.0,0.0,12.73,1.82,10.91,4.73,2.55,16.0,0.36,0.7274999999999998
3.07,1.75,1.32,0.0,0.0,10.09,0.88,10.96,3.95,2.19,14.47,0.0,0.875
1.98,3.47,3.47,0.0,0.0,10.4,0.99,9.9,0.99,0.5,12.38,0.0,0.495
0.58,0.58,0.58,0.0,0.0,12.79,1.16,12.79,5.23,0.0,11.05,0.0,0.29
1.39,2.44,1.39,0.0,0.35,16.38,3.48,8.36,2.09,3.14,10.1,0.7,0.5225
1.02,2.54,2.03,0.51,0.0,15.74,3.55,8.12,2.54,3.55,11.17,0.51,0.8875
0.83,4.13,0.0,3.31,0.0,14.05,2.48,4.96,16.53,0.83,7.44,0.0,0.205
0.45,2.68,0.89,0.0,0.0,13.39,1.79,8.48,3.57,4.02,6.25,2.6799999999999997,0.5575
1.36,4.76,3.4,0.68,0.68,10.2,0.68,10.88,2.04,2.72,11.56,0.0,0.8500000000000001
0.0,1.29,0.65,0.65,0.0,9.71,0.65,10.36,6.47,1.62,5.5,0.325,1.1349999999999998
0.0,2.98,0.0,1.28,0.0,11.49,0.43,10.64,1.7,5.11,9.79,1.49,1.065
2.03,2.03,1.35,0.0,0.0,17.57,3.38,8.78,3.38,3.38,12.16,0.68,0.845
0.8,1.6,0.4,0.0,0.4,12.0,2.8,7.2,4.8,1.6,9.2,0.0,0.2
2.01,2.41,1.2,0.4,0.0,18.47,6.02,11.65,4.82,4.02,8.84,0.0,0.9025000000000001
0.74,1.86,0.74,0.0,0.37,17.47,2.23,7.43,6.69,3.72,8.55,0.185,1.5799999999999998
1.48,1.11,0.0,0.0,1.11,15.56,2.96,7.04,6.3,1.48,12.22,0.185,0.6475
0.81,0.4,0.0,0.0,0.0,10.08,1.21,11.29,5.24,1.61,10.89,0.8049999999999999,1.01
0.81,1.22,1.22,0.0,0.0,11.38,1.63,10.98,4.07,2.03,6.1,0.405,0.71
0.0,1.66,0.33,0.33,0.0,12.58,1.66,6.29,4.64,2.98,9.93,0.165,0.6625
0.61,1.82,0.0,0.0,0.0,10.91,3.03,11.52,3.03,1.82,11.52,1.21,0.91
0.0,3.06,1.02,0.0,0.0,9.18,1.02,9.18,1.02,0.0,13.27,2.55,1.02
3.25,1.22,0.81,0.0,0.0,11.79,1.22,9.35,0.81,1.22,17.48,0.0,0.61
3.79,2.37,0.95,0.0,0.0,14.22,3.79,9.48,1.9,0.95,17.54,0.0,0.12
2.07,1.72,1.03,0.0,0.69,16.21,2.41,8.28,1.72,0.0,13.1,0.685,0.2575
1.82,3.64,1.36,0.91,0.0,17.73,1.82,10.45,0.45,1.36,14.55,0.45,0.795
1.71,3.42,1.71,0.0,0.0,15.38,2.99,8.97,1.28,1.28,15.38,1.495,0.3225
0.86,3.43,0.43,0.0,0.0,18.03,1.72,10.73,1.72,1.72,15.02,1.29,0.5349999999999999
4.29,1.9,0.95,0.0,0.0,13.81,5.24,8.1,0.95,2.38,13.33,0.48,0.475
